#           MSE_LOSS,        MSE_LOSS_NULL,       MSE_LOSS_INPUT,         JACCARD_LOSS,    JACCARD_LOSS_NULL,   JACCARD_LOSS_INPUT
             0.00170,              0.00392,              0.00263,              0.07085,              0.13284,              0.11456
             0.00539,              0.00866,              0.00372,              0.09046,              0.11004,              0.06742
             0.00462,              0.00860,              0.00457,              0.07980,              0.11040,              0.07679
             0.00439,              0.00845,              0.00438,              0.05527,              0.08081,              0.05347
             0.00273,              0.00410,              0.00181,              0.04243,              0.05361,              0.02663
             0.00478,              0.00821,              0.00374,              0.05956,              0.07731,              0.04876
             0.00210,              0.00502,              0.00299,              0.06595,              0.11784,              0.09211
             0.00536,              0.00847,              0.00397,              0.08024,              0.09828,              0.06500
             0.00338,              0.00735,              0.00382,              0.07291,              0.11419,              0.07819
             0.00403,              0.00908,              0.00536,              0.06122,              0.09934,              0.07876
             0.00341,              0.00677,              0.00400,              0.05257,              0.07613,              0.05949
             0.00148,              0.00481,              0.00350,              0.04966,              0.11340,              0.10449
             0.00222,              0.00455,              0.00229,              0.07007,              0.10852,              0.07666
             0.00697,              0.01474,              0.00841,              0.07003,              0.10525,              0.07960
             0.00287,              0.00680,              0.00360,              0.06583,              0.11503,              0.07522
             0.00416,              0.00820,              0.00444,              0.10135,              0.14991,              0.11540
             0.00284,              0.00565,              0.00324,              0.08843,              0.12922,              0.09808
             0.00108,              0.00253,              0.00160,              0.06929,              0.12390,              0.09711
             0.00248,              0.00540,              0.00332,              0.05942,              0.09747,              0.08294
             0.00268,              0.00504,              0.00270,              0.09504,              0.12976,              0.09444
             0.00242,              0.00419,              0.00167,              0.03879,              0.05089,              0.02698
             0.00152,              0.00357,              0.00253,              0.03780,              0.06879,              0.06615
             0.00398,              0.00672,              0.00268,              0.07592,              0.09687,              0.05055
             0.00422,              0.00953,              0.00519,              0.08567,              0.14177,              0.10114
             0.00334,              0.00667,              0.00334,              0.04801,              0.07126,              0.04582
             0.00284,              0.00547,              0.00250,              0.08187,              0.11671,              0.06798
             0.00292,              0.00508,              0.00262,              0.08029,              0.10545,              0.07296
             0.00384,              0.00712,              0.00363,              0.06278,              0.08530,              0.05458
             0.00129,              0.00341,              0.00221,              0.08460,              0.15336,              0.12346
             0.00566,              0.01059,              0.00558,              0.06964,              0.09910,              0.06594
             0.00496,              0.00923,              0.00415,              0.05648,              0.08065,              0.04754
             0.00163,              0.00347,              0.00201,              0.08934,              0.13235,              0.10716
             0.00300,              0.00523,              0.00243,              0.05440,              0.07025,              0.04513
             0.00340,              0.00696,              0.00376,              0.09156,              0.13019,              0.08978
             0.00250,              0.00475,              0.00229,              0.09834,              0.13658,              0.09338
             0.00621,              0.01335,              0.00717,              0.06278,              0.09820,              0.07024
             0.00526,              0.00969,              0.00414,              0.06241,              0.08656,              0.04891
             0.00331,              0.00608,              0.00285,              0.08305,              0.11201,              0.06812
             0.00367,              0.00735,              0.00422,              0.05131,              0.07773,              0.05720
             0.00282,              0.00510,              0.00228,              0.05551,              0.07724,              0.04515
             0.00401,              0.00775,              0.00401,              0.07184,              0.10102,              0.07546
             0.00480,              0.00883,              0.00456,              0.09056,              0.12140,              0.08561
             0.00133,              0.00257,              0.00129,              0.08461,              0.11827,              0.07841
             0.00601,              0.00974,              0.00404,              0.08351,              0.10436,              0.05622
             0.00209,              0.00275,              0.00094,              0.06944,              0.07433,              0.03297
             0.00454,              0.00952,              0.00486,              0.06562,              0.10198,              0.06953
             0.00252,              0.00637,              0.00405,              0.04212,              0.07502,              0.06074
             0.00445,              0.00952,              0.00514,              0.08844,              0.13378,              0.09633
             0.00181,              0.00287,              0.00086,              0.07314,              0.08538,              0.03071
             0.00385,              0.00744,              0.00438,              0.06516,              0.09370,              0.07143
             0.00347,              0.00897,              0.00561,              0.05564,              0.10066,              0.08271
             0.00416,              0.00919,              0.00584,              0.05436,              0.08704,              0.07285
             0.00396,              0.00874,              0.00517,              0.06527,              0.10325,              0.08080
             0.00496,              0.00997,              0.00580,              0.05618,              0.08385,              0.06107
             0.00229,              0.00518,              0.00340,              0.04577,              0.07749,              0.06690
             0.00487,              0.00977,              0.00479,              0.05315,              0.07883,              0.05275
             0.00216,              0.00401,              0.00216,              0.08073,              0.11560,              0.08171
             0.00355,              0.00708,              0.00417,              0.06438,              0.09797,              0.07314
             0.00121,              0.00186,              0.00050,              0.09391,              0.10725,              0.03810
             0.00362,              0.00630,              0.00310,              0.09194,              0.12162,              0.07606
             0.00222,              0.00324,              0.00153,              0.06221,              0.07702,              0.04197
             0.00341,              0.00721,              0.00375,              0.07903,              0.12870,              0.08506
             0.00349,              0.00689,              0.00329,              0.06315,              0.09021,              0.05463
             0.00280,              0.00479,              0.00202,              0.06416,              0.08390,              0.04629
             0.00363,              0.00685,              0.00279,              0.04496,              0.06314,              0.03314
             0.00187,              0.00388,              0.00200,              0.04062,              0.06255,              0.04240
             0.00187,              0.00470,              0.00315,              0.03632,              0.06692,              0.05867
             0.00191,              0.00379,              0.00235,              0.07370,              0.09949,              0.08173
